image_path,iris_horizontal,eye_vertical_left,eye_vertical_right,eye_horizontal_right,eye_horizontal_left,eye_distance,iris_horizontal_norm,eye_vertical_left_norm,eye_vertical_right_norm,eye_horizontal_right_norm,eye_horizontal_left_norm,eye_distance_norm
/home/peisze/PycharmProjects/causalgaze/mpii_norm/p00/0.jpg,0.085011571645737,0.054663956165314,0.055060207843781,0.199453711509705,0.194165050983429,0.244252681732178,38.08518409729,24.4894523620605,24.6669731140137,89.3552627563477,86.9859428405762,109.425201416016
/home/peisze/PycharmProjects/causalgaze/mpii_norm/p00/1.jpg,0.095619708299637,0.064724802970886,0.065614670515061,0.204803347587585,0.218969762325287,0.231832146644592,42.8376293182373,28.996711730957,29.3953723907471,91.7518997192383,98.0984535217285,103.860801696777
/home/peisze/PycharmProjects/causalgaze/mpii_norm/p00/10.jpg,0.089497566223145,0.051061540842056,0.049301087856293,0.190435141324997,0.189264535903931,0.249209105968475,40.0949096679688,22.8755702972412,22.0868873596191,85.3149433135986,84.7905120849609,111.645679473877
/home/peisze/PycharmProjects/causalgaze/mpii_norm/p00/100.jpg,0.0848668217659,0.056216835975647,0.057312667369843,0.186875134706497,0.205229520797729,0.238845199346542,38.020336151123,25.1851425170898,25.6760749816895,83.7200603485107,91.9428253173828,107.002649307251
/home/peisze/PycharmProjects/causalgaze/mpii_norm/p00/1000.jpg,0.078024029731751,0.063186049461365,0.064365059137344,0.174363434314728,0.195747792720795,0.228718489408493,34.9547653198242,28.3073501586914,28.8355464935303,78.1148185729981,87.695011138916,102.465883255005
/home/peisze/PycharmProjects/causalgaze/mpii_norm/p00/1001.jpg,0.093448579311371,0.065676748752594,0.063622355461121,0.201875030994415,0.206001698970795,0.239688754081726,41.8649635314941,29.4231834411621,28.502815246582,90.4400138854981,92.288761138916,107.380561828613
/home/peisze/PycharmProjects/causalgaze/mpii_norm/p00/1002.jpg,0.0817631483078,0.06567445397377,0.07071328163147,0.186579287052155,0.213457763195038,0.246901571750641,36.6298904418945,29.422155380249,31.6795501708984,83.5875205993652,95.629077911377,110.611904144287
/home/peisze/PycharmProjects/causalgaze/mpii_norm/p00/1003.jpg,0.090792030096054,0.069171488285065,0.067512452602387,0.195503175258637,0.197171568870544,0.241985440254211,40.6748294830322,30.988826751709,30.2455787658691,87.5854225158691,88.3328628540039,108.409477233887
/home/peisze/PycharmProjects/causalgaze/mpii_norm/p00/1004.jpg,0.092070758342743,0.069515883922577,0.068668603897095,0.199889898300171,0.197976648807526,0.223671227693558,41.2476997375488,31.1431159973145,30.7635345458984,89.5506744384766,88.6935386657715,100.204710006714
/home/peisze/PycharmProjects/causalgaze/mpii_norm/p00/1005.jpg,0.083022922277451,0.063108742237091,0.066347628831863,0.186795979738236,0.21110737323761,0.243466317653656,37.1942691802978,28.2727165222168,29.7237377166748,83.6845989227295,94.5761032104492,109.072910308838
